location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
US,2022-12-17,0,2022-12-17,wk inc flu hosp,quantile,0.01,17084
US,2022-12-17,0,2022-12-17,wk inc flu hosp,quantile,0.025,18050
US,2022-12-17,0,2022-12-17,wk inc flu hosp,quantile,0.05,19043
US,2022-12-17,0,2022-12-17,wk inc flu hosp,quantile,0.1,20376
US,2022-12-17,0,2022-12-17,wk inc flu hosp,quantile,0.15,21423
US,2022-12-17,0,2022-12-17,wk inc flu hosp,quantile,0.2,22360
US,2022-12-17,0,2022-12-17,wk inc flu hosp,quantile,0.25,23207
US,2022-12-17,0,2022-12-17,wk inc flu hosp,quantile,0.3,24021
US,2022-12-17,0,2022-12-17,wk inc flu hosp,quantile,0.35,24828
US,2022-12-17,0,2022-12-17,wk inc flu hosp,quantile,0.4,25630
US,2022-12-17,0,2022-12-17,wk inc flu hosp,quantile,0.45,26458
US,2022-12-17,0,2022-12-17,wk inc flu hosp,quantile,0.5,27298
US,2022-12-17,0,2022-12-17,wk inc flu hosp,quantile,0.55,28157
US,2022-12-17,0,2022-12-17,wk inc flu hosp,quantile,0.6,29059
US,2022-12-17,0,2022-12-17,wk inc flu hosp,quantile,0.65,30001
US,2022-12-17,0,2022-12-17,wk inc flu hosp,quantile,0.7,31001
US,2022-12-17,0,2022-12-17,wk inc flu hosp,quantile,0.75,32104
US,2022-12-17,0,2022-12-17,wk inc flu hosp,quantile,0.8,33383
US,2022-12-17,0,2022-12-17,wk inc flu hosp,quantile,0.85,34841
US,2022-12-17,0,2022-12-17,wk inc flu hosp,quantile,0.9,36646
US,2022-12-17,0,2022-12-17,wk inc flu hosp,quantile,0.95,39164
US,2022-12-17,0,2022-12-17,wk inc flu hosp,quantile,0.975,41222
US,2022-12-17,0,2022-12-17,wk inc flu hosp,quantile,0.99,43348
US,2022-12-17,1,2022-12-24,wk inc flu hosp,quantile,0.01,13738
US,2022-12-17,1,2022-12-24,wk inc flu hosp,quantile,0.025,14791
US,2022-12-17,1,2022-12-24,wk inc flu hosp,quantile,0.05,15934
US,2022-12-17,1,2022-12-24,wk inc flu hosp,quantile,0.1,17477
US,2022-12-17,1,2022-12-24,wk inc flu hosp,quantile,0.15,18676
US,2022-12-17,1,2022-12-24,wk inc flu hosp,quantile,0.2,19716
US,2022-12-17,1,2022-12-24,wk inc flu hosp,quantile,0.25,20676
US,2022-12-17,1,2022-12-24,wk inc flu hosp,quantile,0.3,21606
US,2022-12-17,1,2022-12-24,wk inc flu hosp,quantile,0.35,22506
US,2022-12-17,1,2022-12-24,wk inc flu hosp,quantile,0.4,23397
US,2022-12-17,1,2022-12-24,wk inc flu hosp,quantile,0.45,24306
US,2022-12-17,1,2022-12-24,wk inc flu hosp,quantile,0.5,25235
US,2022-12-17,1,2022-12-24,wk inc flu hosp,quantile,0.55,26190
US,2022-12-17,1,2022-12-24,wk inc flu hosp,quantile,0.6,27191
US,2022-12-17,1,2022-12-24,wk inc flu hosp,quantile,0.65,28275
US,2022-12-17,1,2022-12-24,wk inc flu hosp,quantile,0.7,29473
US,2022-12-17,1,2022-12-24,wk inc flu hosp,quantile,0.75,30801
US,2022-12-17,1,2022-12-24,wk inc flu hosp,quantile,0.8,32309
US,2022-12-17,1,2022-12-24,wk inc flu hosp,quantile,0.85,34091
US,2022-12-17,1,2022-12-24,wk inc flu hosp,quantile,0.9,36300
US,2022-12-17,1,2022-12-24,wk inc flu hosp,quantile,0.95,39639
US,2022-12-17,1,2022-12-24,wk inc flu hosp,quantile,0.975,42528
US,2022-12-17,1,2022-12-24,wk inc flu hosp,quantile,0.99,45566
US,2022-12-17,2,2022-12-31,wk inc flu hosp,quantile,0.01,8725
US,2022-12-17,2,2022-12-31,wk inc flu hosp,quantile,0.025,9523
US,2022-12-17,2,2022-12-31,wk inc flu hosp,quantile,0.05,10412
US,2022-12-17,2,2022-12-31,wk inc flu hosp,quantile,0.1,11671
US,2022-12-17,2,2022-12-31,wk inc flu hosp,quantile,0.15,12657
US,2022-12-17,2,2022-12-31,wk inc flu hosp,quantile,0.2,13505
US,2022-12-17,2,2022-12-31,wk inc flu hosp,quantile,0.25,14272
US,2022-12-17,2,2022-12-31,wk inc flu hosp,quantile,0.3,15015
US,2022-12-17,2,2022-12-31,wk inc flu hosp,quantile,0.35,15752
US,2022-12-17,2,2022-12-31,wk inc flu hosp,quantile,0.4,16489
US,2022-12-17,2,2022-12-31,wk inc flu hosp,quantile,0.45,17238
US,2022-12-17,2,2022-12-31,wk inc flu hosp,quantile,0.5,17985
US,2022-12-17,2,2022-12-31,wk inc flu hosp,quantile,0.55,18759
US,2022-12-17,2,2022-12-31,wk inc flu hosp,quantile,0.6,19589
US,2022-12-17,2,2022-12-31,wk inc flu hosp,quantile,0.65,20480
US,2022-12-17,2,2022-12-31,wk inc flu hosp,quantile,0.7,21451
