location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.01,5439
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.025,5965
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.05,6455
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.1,7073
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.15,7547
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.2,7931
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.25,8317
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.3,8715
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.35,9103
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.4,9581
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.45,10228
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.5,11338
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.55,12340
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.6,12908
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.65,13394
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.7,13843
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.75,14291
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.8,14741
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.85,15227
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.9,15827
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.95,16651
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.975,17412
US,2023-01-14,0,2023-01-14,wk inc flu hosp,quantile,0.99,18261
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.01,3440
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.025,3864
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.05,4256
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.1,4751
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.15,5110
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.2,5426
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.25,5731
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.3,6040
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.35,6384
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.4,6797
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.45,7386
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.5,9762
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.55,12018
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.6,12680
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.65,13242
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.7,13734
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.75,14211
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.8,14652
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.85,15183
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.9,15779
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.95,16630
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.975,17323
US,2023-01-14,1,2023-01-21,wk inc flu hosp,quantile,0.99,18122
US,2023-01-14,2,2023-01-28,wk inc flu hosp,quantile,0.01,1990
US,2023-01-14,2,2023-01-28,wk inc flu hosp,quantile,0.025,2317
US,2023-01-14,2,2023-01-28,wk inc flu hosp,quantile,0.05,2623
US,2023-01-14,2,2023-01-28,wk inc flu hosp,quantile,0.1,3005
US,2023-01-14,2,2023-01-28,wk inc flu hosp,quantile,0.15,3278
