location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.01,943
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.025,1114
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.05,1211
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.1,1329
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.15,1412
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.2,1470
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.25,1542
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.3,1590
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.35,1630
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.4,1672
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.45,1703
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.5,1724
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.55,1745
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.6,1776
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.65,1818
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.7,1858
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.75,1906
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.8,1978
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.85,2036
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.9,2119
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.95,2237
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.975,2334
US,2022-10-22,0,2022-10-22,wk inc flu hosp,quantile,0.99,2505
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.01,726
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.025,882
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.05,1017
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.1,1183
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.15,1288
US,2022-10-22,1,2022-10-29,wk inc flu hosp,quantile,0.2,1371
